Site;Domaine;Activité/Equipement;Type (Activité ou equipement ) ;Propriétaire;Danger;Mode Fonctionnement;Risque;Lieu;Manifestation;Dispositif de maitrise;Type de controle;Méthode de controle;Decription PA;Porteur;Dat de début;Date fin;Avancement du plan d'action;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité
Agence Fatick;Commercial;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;- Vérification par le RA du respect des normes de livraison par le fournisseur - Nettoiement du site en cas de déversement du gasoil lors du remplissage des cuves;Préventif;Manuelle;;;;;;;2;2;4;2
Agence Fatick;Commercial;ventes des produits;1;;Sonorisation lors des animations;Normal;Nuisance sonore;Etres humains, Faune;;Prise en compte du voisinage lors des  actions d'animations (limitation du volume)Les animations se font aux heures d'ouverture, Pas la nuit;Détectif;Manuelle;;;;;;;3;1;3;1
Agence Fatick;Commercial;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;; - Signalisation des défectuosités à prendre en charge par le prestataire chargé d'assurer la maintenance par CGE;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Fatick;Commercial;Groupes Electrogène(accueil);2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;; - Maintenance préventive par le fournisseur et signalisation de tout dysfonctionnement pour la maintenance curative par le fournisseur;Détectif;Manuelle;;;;;;;3;2;6;1
Agence Fatick;Commercial;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Signalistion à la DAL pour maintenance - Maintenance périodique du parc automobile - Proposition réforme des véhicules ;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Fatick;Commercial;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure de réforme et vente organisée des mobiliers réformés par l'agence suite autorisation de la DAL;Préventif;Manuelle;;;;;;;2;2;4;2
Agence Fatick;Commercial;mobiliers;2;;Encombrement par mobilier hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure de réforme et vente organisée des mobiliers réformés par l'agence suite autorisation de la DAL;Préventif;Manuelle;;;;;;;1;2;2;3
Agence Fatick;Commercial;Imprimante;2;;cartouche d'imprimante;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les cartouches utlisées sont envoyées à DALExistence d'une procédure de gestion des dechets et de filières de recyclage pilotées par DAL;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Fatick;Commercial;Photocopieuse;2;;cartouche de photocopieuse;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les cartouches utlisées sont envoyées à DALExistence d'une procédure de gestion des dechets et de filières de recyclage pilotées par DAL;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Fatick;Commercial;gerer la comptabilité et les encaissements;1;;Utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballages;Détectif;Manuelle;;;;;;;3;1;3;1
Agence Fatick;Commercial;Groupes électrogènes;2;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Dépose des équipements non fonctionnels et réformes des équipements après la durée de vieMaintenance préventive des équipements par les prestataires et DSI;Préventif;Manuelle;;;;;;;2;2;4;2
Agence Fatick;Commercial;Groupes Electrogène;2;;Vibrations du groupe électrogène;Normal;Risque sur la  santé des Hommes;Etres humains;;Le groupe est capoté et insonoriséMaintenance curative par le prestataire;Détectif;Manuelle;;;;;;;1;2;2;3
Agence Fatick;CI;shelters;2;;Bruit des shelters du BTS;Normal;Nuisance sonore;Etres humains, Faune;;Maintenance préventive par le CI;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Fatick;CI;BTS;2;;mauvaise intégration du BTS dans le paysage;Normal;Pollution visuelle;Etres humains;;"le  BTS est """"palmier """" qui ne dénature pas le paysage ";Préventif;Manuelle;;;;;;;1;2;2;3
Agence Kaffrine;Commercial;Gestion du stock;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballages;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Kaffrine;Commercial;Gestion du stock;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage ;Mamadou Dieng;;31/12/2017;;Non fait;4;2;8;1
Agence Kaffrine;Commercial;ventes des produits;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballages;Détectif;Manuelle;;;;;;;3;2;6;1
Agence Kaffrine;Commercial;ventes des produits;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager au niveau du site une aire de stockage adaptée des déchets et matériels hors usage ;Mamadou Dieng;;31/12/2017;;Non fait;3;2;6;1
Agence Kaffrine;Commercial;ventes des produits;1;;Papiers, ticket GFA;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers;Détectif;Manuelle;;;;;;;3;2;6;1
Agence Kaffrine;Commercial;ventes des produits;1;;Utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballages;Détectif;Manuelle;;;;;;;3;2;6;1
Agence Kaffrine;Commercial;mobiliers;2;;Encombrement par mobilier hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Procéder au désencombrement du site de matériel déposé ou hors d'usage ;Mamadou Dieng;;31/12/2017;;Non fait;4;2;8;1
Agence Kaffrine;Commercial;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Alimentation des cuves du groupe électrogène par le fournisseur tenu de respecter les termes du contrat (utilisation d'équipements conformes) - Présence du RCG lors de la livraison du carburant par le fournisseur;Détectif;Manuelle;;;;;;;2;2;4;2
Agence Kaffrine;Commercial;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager un bac de retention pour éviter les déversement de gasoil de la cuve du GE ;Mamadou Dieng;;31/12/2017;;Non fait;2;2;4;2
Agence Kaffrine;Intervention;Cuves;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;- Vérification par les vigiles et un agent du CI du respect des normes de livraison par le fournisseur (à verifier + fotmation aussi à verifier) ;Détectif;Manuelle;;;;;;;3;2;6;1
Agence Kaffrine;Intervention;Cuves;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Aménager un bac de retention pour éviter les déversement de gasoil de la cuve du GE ;Mamadou Dieng;;31/12/2017;;Non fait;3;2;6;1
Agence Kaffrine;Commercial;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;;Préventif;Manuelle;Procéder au désencombrement du site de matériel déposé ou hors d'usage ;Mamadou Dieng;;31/12/2017;;Non fait;4;2;8;1
Agence Kaffrine;Commercial;Groupes Electrogène;2;;Dégagement de Gaz (GE);Normal;Pollution de l'air;Air;;Réorientation de la cheminée du GERallongement du pot d'échappement ;Détectif;Manuelle;;;;;;;4;2;8;1
Agence Kaffrine;Commercial;Groupes Electrogène;2;;Dégagement de Gaz (GE);Normal;Pollution de l'air;Air;;;Préventif;Manuelle;revoir la conception de la cheminée du GE et assurer une maintenance (ou le remplacement du GE) ;;;31-12-2015;;Soldé;4;2;8;1
Agence Kaffrine;Commercial;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;- Vérification par les vigiles et un agent du CI du respect des normes de livraison par le fournisseur (à verifier + formation aussi à verifier) ;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Kaffrine;Commercial;ventes des produits;1;;Sonorisation lors des animations;Normal;Nuisance sonore;Etres humains, Faune;;Prise en compte du voisinage lors des  actions d'animations (limitation du volume)Les animations se font aux heures d'ouverture, Pas la nuit;Détectif;Manuelle;;;;;;;3;1;3;1
Agence Kaffrine;Commercial;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;; - Signalisation des défectuosités à prendre en charge par le prestataire chargé d'assurer la maintenance par le prestataire;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Kaffrine;Commercial;Groupes Electrogène(accueil);2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;; le groupe est isolé dans un local fermé (mais pres de l'IDEN)- Maintenance préventive par le fournisseur et signalisation de tout dysfonctionnement pour la maintenance curative par le fournisseur;Détectif;Manuelle;;;;;;;4;2;8;1
Agence Kaffrine;Commercial;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Signalistion à la DAL pour maintenance - Maintenance périodique du parc automobile - Proposition réforme des véhicules ;Préventif;Manuelle;;;;;;;4;2;8;1
Agence Kaffrine;Commercial;Imprimante;2;;cartouche d'imprimante;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les cartouches utlisées sont envoyées à DALExistence d'une procédure de gestion des dechets et de filières de recyclage pilotées par DAL;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Kaffrine;Commercial;Photocopieuse;2;;cartouche de photocopieuse;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Les cartouches utlisées sont envoyées à DALExistence d'une procédure de gestion des dechets et de filières de recyclage pilotées par DAL;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Kaffrine;Commercial;gerer la comptabilité et les encaissements;1;;Utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballages;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Kaffrine;Commercial;Groupes électrogènes;2;;Forte consommation d'énergie;Anormal;Surconsommation d'énergie;Ressources naturelles;;Dépose des équipements non fonctionnels et réformes des équipements après la durée de vieMaintenance préventive des équipements par les prestataires et DSI;Préventif;Manuelle;;;;;;;2;2;4;2
Agence Kaffrine;Commercial;Groupes Electrogène;2;;Vibrations du groupe électrogène;Normal;Risque sur la  santé des Hommes;Etres humains;;Le groupe est dans un local ferméMaintenance curative par le prestataire;Détectif;Manuelle;;;;;;;2;2;4;2
Agence Médina;Commercial;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;; - Existence d'un contrat d'entretien des climatiseurs par un prestataire - Signalisation des dysfonctionnements dans Gedal;Préventif;Manuelle;;;;;;;1;1;1;3
Agence Médina;Commercial;Climatiseurs;2;;Dégagement gaz (cfc :  F22);Anormal;Pollution de l'air;Air;;signalisation des défectusosités à prendre en charge par le prestataire chargé d'assurer la maintenance curativeDans le cadre de la maintenace préventive changement des équipements par DEX/ECP/NRJChangement de tous les climatiseurs R22 et R12 par R410;Préventif;Manuelle;;;;;;;1;4;4;3
Agence Médina;Commercial;Climatiseurs;2;;Fuite de substance frigorigène de la climatisation;Anormal;Pollution de l'air;Air;;  - Contrat d'entretien de la climatisation par un prestataire  - Signalisation à la DAL en cas de dysfonctionnement - Equipements actuels ne contiennent plus de gaz dangeureux pour la couche d'ozone;Préventif;Manuelle;;;;;;;1;4;4;3
Agence Médina;Commercial;Assurer l'entretien des locaux;1;;Odeur des produits phytosanitaires pour l'entretien des plantes;Normal;Pollution de l'air;Air;; - Voir FDS des prestataires de nettoiement - Demande au prestataire d'utiliser les produits phytosanitaires pendant le week end;Préventif;Manuelle;;;;;;;1;1;1;3
Agence Médina;Commercial;Assurer l'entretien des locaux;1;;Odeur des produits pour la dératisation des locaux;Normal;Pollution de l'air;Air;; - Voir FDS des prestataires de nettoiement - Demande au prestataire de dératiser pendant le week end;Préventif;Manuelle;;;;;;;1;1;1;3
Agence Médina;Commercial;Gestion du stock;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Existence d'une procédure de gestion des déchets - Définition d'aires de stockage dans la cour de l'établissement - Mise en place de bacs de collecte au niveau de l'établissement - Communication sur les lieux de stockage;Détectif;Manuelle;;;;;;;1;1;1;3
Agence Médina;Commercial;SAU       SAVR;1;;Encombrement des locaux par des terminaux rendus par les clients;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Existence d'une procédure de gestion des déchets - Définition d'aires de stockage dans la cour de l'établissement et d'un local dédié - Mise en place de bacs de collecte au niveau de l'établissement - Communication sur les lieux de stockage           Désencombrements réguluers des sites;Préventif;Manuelle;;;;;;;1;1;1;3
Agence Médina;Commercial;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Vente de matériel réformé organisé par le chef d'établissement.  - Existence d'une procédure de gestion du matériel réformé;Préventif;Manuelle;;;;;;;1;2;2;3
Agence Médina;Commercial;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Contrat d'entretien de la climatisation - Existence d'installation pour l'évacuation des l'eau des climatiseurs;Préventif;Manuelle;;;;;;;1;1;1;3
Agence Médina;Commercial;Batiment;2;;Déversement eau usée dans le voisinage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - L'établissement est raccordé au réseau d'assainissement - Pour les dysfonctionnements à l'intérieur du site, appel au prestataire, si à l'extérieur appel à l'ONAS;Préventif;Manuelle;;;;;;;1;2;2;3
