Macro Processus;Processus;Sous Processus;Sous-Entité;Activité;Risque;Causes;Description du plan d'action;Porteur;Email du Porteur;Date de début;Date de fin;Avancement;Statut;Contrôle description;Type de controle;Methode de contrôle;Probabilité;Gravité;Financier;Commercial;Image;Ressources Humaines;Juridique;Criticité;Maturité CI
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des coûts;Élaboration de contrat sur la base d'une mauvaise évaluation des besoins;;;;;;;;Planification des achats sur la base des budgets pour avoir une vision d'ensemble et de consolider les achats pour réduire les coutsValidation du CDC en comité achat en présence De la DFC;Préventif;Manuelle;2;1;1;;1;;2;3;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des achats (délai et qualité);Anticipation insuffisante des besoins d'achat;;;;;;;;"Visites et Recueil des besoins des différentes structures en début d'année
Accompagnement dans la rédaction ou la revue des cahiers de charge";Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des achats (délai et qualité);Connaissance insuffisante des produits par les acheteurs;;;;;;;;Achat en relation avec prescripteurs (échange pour mieux comprendre le besoin d'acaht)Benchmark Groupe Orange au besoin;Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des achats (délai et qualité);Analyse des besoins utilisateurs insuffisante ou inexistante;;;;;;;;#NOM?;Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des achats (délai et qualité);Challenge insuffisant des offres des fournisseurs;;;;;;;;#NOM?;Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des achats (délai et qualité);Non prise en compte des coût induits (ex: consommables) lors de l'achat ;;;;;;;;"- Sélection des offres sur la base du TCO coût total de possession sur 5ans (capex + opex ) quand c'est nécessaire
- Avenant au contrat au besoin pour intégrer les nouveaux besoins";Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de non maîtrise des achats (délai et qualité);Déficit de compétence;;;;;;;;"- Recrutement d'acheteurs expérimentés 
- Session de Formation 7 steps délivrée par le Groupe Orange
- Formation en techniques de négociation";Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de mauvaise prise en charge des demandes clients internes;Descriptif DA non précis;;;;;;;;"Rebouclage avec le CR demandeur pour une meilleure compréhension du besoin 
Affectation des dossiers aux gestionnaires s'il existe déjà un contrat, ou une autorisation ou un PVA (Procès verbal d'adjudication)
Sinon le dossier est affecté aux acheteurs
Informations obligatoires dans la DA pour traitement: Nom du fournisseur, montant de la commande, délai de livraison et conditions de paiement";Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de mauvaise prise en charge des demandes clients internes;non respect des délais de traitement;;;;;;;;"Objectif de traitement des DA en 21jours pour les dossiers d'achat avec contrat; et 60 jours pour les dossiers d'achat sans contrat existant";Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de mauvaise prise en charge des demandes clients internes;délais et modes de paiement non conformes ;;;;;;;;Bouclage au téléphone systématique;Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Établir et suivre les contrats et marchés;Risque de mauvaise prise en charge des demandes clients internes;création erronée de la commande planifiée;;;;;;;;Validation par le chef de département des commandes saisies par les acheteurs, sur la base des dossiers d'achat;Préventif;Manuelle;2;1;1;;1;;;2;2
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque d'achat non-conforme;Consultation de fournisseurs non compétents pour le besoin;;;;;;;;"- le Comité achat valide la liste des fournisseurs à consulter
- les lettres de consultation sont signées par DAL
 - Déploiement de l'outil Sprint en cours (gestion des achats de bout en bout mais pas de lettre de cnsultation)
- une commision d'ouverture ";préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de corruption;Corruption/pot de vin :acceptation par l'acheteur d'avantages (ex:dessous-de-table financiers, divertissements fournis ...) d’un fournisseur afin d’influencer son jugement;;;;;;;;"- Charte de l'acheteur précise le montant des cadeaux et les conditions d'acceptation (information du N+1)
- Profil recrutement des acheteurs
- Traitement en commision de bout en bout de la consultation:
'- le CDC est envoyé par le demandeur au CA pour va";Préventif;Manuelle;1;4;4;;4;2;4;4;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de corruption;Conflit d'intérêt (choix par l'acheteur d'un fournisseur pour des raisons particulières);;;;;;;;Les acheteurs et les prescripteurs font des visites chez les fournisseurs à leur demande ou de manière inopinée, pour enquête. Un questionnaire est rempli par le fournisseur et un compte rendu est établi.;Préventif;Manuelle;1;4;4;;3;;;4;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de corruption;Acceptation d'avantages/pots de vin pour avantager un fournisseur;;;;;;;;"Existence d'une charte ethique du groupe
Existence d'une charte de déontologie notamment sur les achats
Existence d'une note sur les cadeaux
Choix des fournisseurs de façon collegiale en comission";Préventif;Manuelle;1;4;4;;4;2;4;4;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de corruption;Conflit d'intérêt (choix par l'acheteur d'un fournisseur pour des raisons particulières);;;;;;;;"- le Comité achat valide la liste des fournisseurs à consulter pour les besoins stratégiques
- les lettres de consultation sont signées par DAL
 - Déploiement de l'outil Sprint en cours (gestion des achats de bout en bout mais pas de lettre de consultatio";Préventif;Manuelle;1;4;4;;3;;;4;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de corruption;Corruption/pot de vin :acceptation par l'acheteur d'avantages (ex:dessous-de-table financiers, divertissements fournis ...) d’un fournisseur afin d’influencer son jugement;;;;;;;;"- Appropriation de la charte de déontologie de Sonatel
 - Charte de l'acheteur précise le montant des cadeaux et les conditions d'acceptation (information du N+1)
- Profil recrutement des acheteurs
- Traitement en commision de bout en bout de la consultat";Préventif;Manuelle;1;3;;;3;;;3;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de dépendance vis-à-vis d'un fournisseur;Exclusivité de certains fournisseurs sur des produits ou services (spéculation sur le prix, etc..);;;;;;;;"Veille fournisseur effectuée (recherche de nouveau fournisseurs à agréer)
Reception de demandes d'agrément
Renouvellement des consultations tous les trois ans
Existence d'une base globale de fournisseur dans Oracle qui est revue tous les 18 mois

'- Autorisation spéciale de dépassement sur les tarifs pour les sites stratégiques sans site de remplacement";Préventif;Manuelle;1;1;1;;;;;1;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de divulgation d’informations confidentielles ;Communication des prix des concurrents dans le cadre d'une consultation;;;;;;;;"Toutes les offres sont déposées au niveau du secretariat et l'ouverture se fait devant la commission
Les offres envoyés par mail sont codés et le code est envoyé au moment de l'ouverture
Existence d'une charte d'ethique et d'une charte de déontologie";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de divulgation d’informations confidentielles ;Divulgation du budget d'un achat;;;;;;;;"Seul les membres de la commission connaissent le budget d'un achat
Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel
";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de divulgation d’informations confidentielles ;Communication des noms et contacts des membres de la commission technique aux fournisseurs;;;;;;;;"Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel";Préventif;Manuelle;1;2;1;2;2;;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Fournisseurs économiquement dépendants;;;;;;;;Sélection de plusieurs fournisseurs par domaine;Préventif;Manuelle;1;2;1;2;2;1;2;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Dépendance excessive par rapport aux fournisseurs;;;;;;;;"Diversité des fournisseurs: 2 contrats sont établis par domaine d'achat
Veille fournisseur effectuée (recherche de nouveau fournisseurs à agréer)
Reception de demandes d'agrément
Renouvellement des consultations tous les trois ans
Existence d'une base globale de fournisseur dans Oracle qui est revue tous les 18 mois";Préventif;Manuelle;1;2;1;2;2;1;2;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Qualification inadéquate des fournisseurs;;;;;;;;"- Transmission d'une RFI au fournisseur avec demande d'information sur le CA des 3 dernières années, le capital, les références, les projets similaires, la papiers administratifs
- Préselection des fournisseurs avec des critères de qualifications précis (";Préventif;Manuelle;1;2;1;2;2;1;2;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Qualification inadéquate des fournisseurs;;;;;;;;"Les visites d'agréements sont effectués par les achats en compagnie des prescipteurs concernés par les produits du fournisseur
Existence d'un questionnaire type d'agréement auquel le fournisseur devra répondre
CR de visite signé par tous les participants";Détectif;Manuelle;1;2;1;2;2;1;2;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Présélectionner les fournisseurs;Risque de mauvaise gestion du portefeuille de fournisseurs;Dépendance excessive par rapport aux fournisseurs;;;;;;;;"- Au moins 2 fournisseurs par domaine sauf agence de com conseil (Mac Cann) sélectionné pour 2 ans
La conception des publicités est confiée à l'agence de com et la production réalisée par d'autres sous traitant
- Existence de critère de choix des fourniss";Préventif;Manuelle;1;2;1;2;2;1;2;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de fraude;Conflit d'intérêt (choix par l'acheteur d'un fournisseur pour des raisons particulières);;;;;;;;"- le Comité achat valide la liste des fournisseurs à consulter
- les lettres de consultation sont signées par DAL
- une commision d'ouverture des offres est tenue pour tous les achats. La commission est présidée par DAL avec la présence du prescripteur, d";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de fraude;Collusion de plusieurs fournisseurs qui coordonnent leurs offres (entente);;;;;;;;"Les offres des fournisseurs ne sont pas divulguées à l'ouverture des plis
les fournisseurs ne sont pas présents à l'ouverture des plis
La liste des fournisseurs consultés dans le cadre d'un achat est confidentielle";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de fraude;Communication des prix des concurrents dans le cadre d'une consultation moyennant contrepartie;;;;;;;;"Toutes les offres sont déposées au niveau du secretariat et l'ouverture se fait devant la commission
Les offres envoyés par mail sont codés et le code est envoyé au moment de l'ouverture
Existence d'une charte d'ethique et d'une charte de déontologie";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de fraude;Divulgation du budget d'un achat moyennant contrepartie;;;;;;;;"Seul les membres de la commission connaissent le budget d'un achat
Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Réaliser les achats Marketing, communication, Généraux et Services;Réaliser les achats Marketing, communication, Généraux et Services;SNT DAL \ MCG;Consulter les fournisseurs;Risque de fraude;Communication des noms et contacts des membres de la commission technique aux fournisseurs moyennant contrepartie;;;;;;;;"Existence d'une charte d'ethique et d'une charte de déontologie
Existence d'un règlement intérieur sur la violation du secret professionnel";Préventif;Manuelle;1;2;1;2;3;2;3;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Contraintes budgétaires;;;;;;;; - Dans la pondération des critères d'achat, l'accent est mis sur la qualité pour les nouvelles acquisitions (produit acheté pour la première fois) et sur le prix et les délais pour les achats récurrents : les critères d'achat sont définis dans les cahier;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Contraintes budgétaires;;;;;;;;"- L'existence d'un budget est exigé avant traitement d'une demande. Une rallonge budgétaire est demandée en cas de nécessité (sous évaluation du besoin)- 
Echelonnement du budget sur plusieurs années

- Négociations avec le fournisseur sélectionné sur rec";Détectif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Inadéquation charge/ capacité (insuffisance RH);;;;;;;;Chaque service (3) avec son collaborateur en plus de la ressource dédiée au TTMPiste d'amélioration : redéploiement interne pour remplacer la ressource dédiée au TTM qui a une promotion;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Anticipation insuffisante des besoins d'achat;;;;;;;; - DAL/RSI demande en début d'année au SI et réseaux leur planning de réalisations des principaux projets afin de planifier les achats.Sur cette base met en place un planning de traitement de ces besoins. - Obligation de remonter la liste des projets à FT;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Anticipation insuffisante des besoins d'achat;;;;;;;;Suivi hebdomadaire du planning de traitement des besoins après une rencontre avec les acteurs afin de déterminer pour chaque projet : la date de réception du cahier des charges, la date de validation, la date de lancement de l'appel d'offres, la date prév;Détectif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Anticipation insuffisante des besoins d'achat;;;;;;;;#NOM?;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Anticipation insuffisante des besoins d'achat;;;;;;;;Des demandes d'autorisation de commande peuvent être adressées au DAL (montant <=10 millions fcfa), au DGA (10 millions fcfa < montant <= 25 millions) ou au DG (montant > 25 millions fcfa) pour certains achats urgents.;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Priorisation non efficiente des dossiers d'achats;;;;;;;;- Priorisation des demandes par ordre d'arrivée et également selon : l'importance du dossier, le délai, la stratégie du groupe et les 10 priorités du DG.- Priorisation des besoins d'achat lors de l'élaboration du planning avec l'ensemble des acteurs : ret;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Retard de prise en charge des besoins d'achat;;;;;;;;Existence d'une procédure de traitement des demandes d'achat.Elaboration du planning de traitement des besoins des structures est mentionnée dans la FIP;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Retard de prise en charge des besoins d'achat;;;;;;;; - Un indicateur sur le délai de traitement des besoins d'achat est suivi ainsi que sur la durée d'établissement du PVA Reformuler - Suivi et relance des demandeurs pour obtenir les cahiers de charges dans les délais - Fichier Excel de suivi des cahiers d;Détectif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Non prise en compte des besoins d'achat;;;;;;;;- Réception de l'ensemble des projets de DRPS en fin d'année N-1, debut d'année N- Rencontre bilatérale avec chaque département pour valider et planifier les besoins- Suivi hebdomadaire du planning - Envoi hebdomadaire de l'état d'avancement des dossiers ;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque d'achat non-conforme;Compréhension incorrecte des besoins d'achat (cahier de charges  non explicite);;;;;;;;- Le demandeur exprime son besoin sur la base du CDC validé et envoyé au fournisseur- Validation collégiale du CDC par le CA dont les membres sont hétéroclites exploitation, ingénierie, planification, acheteur- Demande d'information complémentaire de la p;Préventif;Manuelle;1;2;1;2;2;;1;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des contrats;Gestion du cycle de vie des contrats (renouvellement, avenant…);;;;;;;;"- Suivi des contrats en cours : 'Le responsable de domaine (RD) tient un tableau récapitulatif des contrats en cours mentionnant entre autres les dates de signature avec une alerte de 6 mois avant l'échéance pour relancer le processus de consultation. 
Ar";Préventif;Manuelle;1;1;1;;1;;2;1;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des contrats;Non exhaustivité des dossiers d'achat;;;;;;;;Archivage électronique et physique des dossiers d'achat constitué par l'acheteur: consultation, CDC, PVO, rapport tech, PVA et contrat;Préventif;Manuelle;1;1;1;;1;;2;1;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des contrats;Conservation physique des dossiers d'achat;;;;;;;;"Archivage électronique et physique des dossiers d'achat AGED
projet d'aménagement d'une salle en cours";Préventif;Manuelle;1;1;1;;1;;2;1;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des contrats;Non conformité des clauses contractuelles;;;;;;;; - Validation contrat : A la suite des négociations et après accord du fournisseur, du prescripteur, de la DRJ et de la DFC, le contrat est établi sous format pdf et codifié par DRJ en trois exemplaires et transmis au DG par le biais d'une lettre de trans;Préventif;Manuelle;1;1;1;;1;;2;1;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Connaissance insuffisante des produits par les acheteurs;Intégrer les formations nécessaires aux acheteurs de DAL/RSI sur les nouvelles technologies au plan de formation de DRH;Amadou Mané Sall;amadou.sall@orange-sonatel.com;19/09/2017;31/10/2017;;Non fait;;;;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Connaissance insuffisante des produits par les acheteurs;;;;;;;;- Le chef du département et le chef du Service Achats SI sont respectivement Ingénieur télécom et Ingénieur informaticien - Participation des acheteurs au workshop (présentation des fournisseurs)- participation effective des acheteurs au comité technique-;Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Connaissance insuffisante des produits par les acheteurs;;;;;;;;Avant tout achat, les acheteurs font des recherches pour s'informer sur les produits et les nouvelles technologies concernées.;Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Connaissance insuffisante des produits par les acheteurs;;;;;;;; - Formation sur les achats (7 (seven) steps, logical writting…) chaque année par FT  - Campus Achat pour la professionnalisation des acheteurs : des fondamentaux achats jusqu'au contrat;Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Analyse des besoins utilisateurs insuffisante ou inexistante;;;;;;;;- Validation CDC par CA (hétérogène) (4jrs avant la séance) - soutien de FT au besoin pour une meilleure orientation;Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Non prise en compte de l'évolution technologique au moment de l'achat;;;;;;;;- Les besoins en évolutivité et en maintenance des systèmes à acquérir sont exprimés dans les cahiers de charges établis par les utilisateurs pour que le fournisseur atteste de l'évolutivité.- Les roadmpap fournisseur sont inclus dans les CSC (Contrats Gr;Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Non prise en compte de l'évolution technologique au moment de l'achat;;;;;;;;Quand l'évolutivité est importante, l'acheteur s'assure qu'elle est prise en charge dans le cahier des charges , elle doit constituer une clause du cahier des charges.Il est exigé au fournisseur de mettre en évidence les coûts des évolutions pour une visi;Détectif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Non prise en compte des coûts induits (ex: consommables) lors de l'achat ;;;;;;;;Sélection des offres sur la base du TCO coût total de possession sur 5ans (capex + opex ) voire 7ans;Préventif;Manuelle;1;2;2;;1;;;2;3
Piloter les Achats et la logistique ;Réaliser les Achats Réseaux et Système d'Information;Réaliser les Achats Réseaux et Système d'Information;SNT DAL \ RSI;Etablir et suivre les contrats et marchés locaux;Risque de non maîtrise des achats (délai et qualité);Optimisation insuffisante des prix obtenus des fournisseurs;;;;;;;;"- Implémentation contrat CSC- Mutualisation des achats avec les filiales du Groupe Sonatel (Mali, Guinée)- Mise en avant de la position de pays émergents pour une meilleure négociation, - Mise en compétition des fournisseurs en CSC notamment sur les frai
";Préventif;Manuelle;1;2;2;;1;;;2;3
